"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL"
"map05171.Coronavirus.disease...COVID.19","  21"," 601","  11","   8","  16"," 859","  15","   7"," 187","  33","  26","  45","  23","  29","  31","  20","  15","  29","  20","  26","  18","  30","   6","  27","  10"," 359","  10","  20","  38","1849","1056","  30","3733","2967","   7","1624","1274","  15"," 243"," 204","  10","  10","   6"," 237","  54","  13","   5","   6"," 696","  16","  36","  52","  15","  19","   7","  86"," 435","  20","  15","  16","  25","  28","  22"," 785"," 745","  16","7118"," 897","  15","  23","4926","3517","   8","   8","1658"," 949","  41","7142","7228","  16"
"map05410.Hypertrophic.cardiomyopathy","   3"," 195","   3","   4","   8"," 305","   1","   0","  98","  10","  16","  16","   6","   3","   5","  10","   8","  10","  13","   9","   7","   9","   6","   4","  10","  93","   0","   4","  14"," 777"," 401","  11","1135"," 910","   6"," 599"," 450","   6","  90","  73","   3","   6","   6","  83","  33","   9","   3","   1"," 197","  10","  17","  16","   9","   6","   2","  40"," 195","  13","   9","  10","   5","   1","   9"," 315"," 305","   1","3396"," 403","   4","   5","1475","1076","   2","   2"," 623"," 332","  14","2354","2151","   1"
"map04080.Neuroactive.ligand.receptor.interaction","   2","  71","   2","   1","   0","  87","   0","   0","  23","   0","   9","   8","   3","   0","   2","   2","   0","   2","   2","   0","   0","   2","   0","   2","   0","2894","   1","   1","   5"," 282"," 143","   0"," 313"," 254","   0"," 197"," 137","   1","  52","  48","   0","   0","   0","  18","   2","   0","   2","   2","  32","   0","   6","   2","   0","   0","   2","  13","  62","   0","   2","   1","   0","   4","   2","  82","  60","   0","1149"," 165","   0","   0","1484"," 319","   0","   0"," 407"," 100","   0"," 860"," 860","   0"
"map04961.Endocrine.and.other.factor.regulated.calcium.reabsorption","   1","  54","   0","   0","   0","  86","   2","   0","  26","   2","   1","   9","   0","   7","   1","   1","   0","   1","   1","   0","   2","   3","   2","   0","   0"," 181","   4","   0","   3"," 176"," 104","   3"," 353"," 278","   0"," 158"," 117","   1","  34","  33","   2","   5","   3","  20","   4","   0","   0","   1","  73","   4","   0","   2","   2","   2","   0","   4","  45","   3","   2","   2","   1","   5","   3"," 105","  97","   0","1062","  93","   2","   0","3585"," 308","   2","   0"," 200"," 107","   0"," 792"," 710","   0"
"map04112.Cell.cycle...Caulobacter","     401","   36993","     197","      26","     255","    9925","      71","     386","   35814","   13822","    1351","     518","     246","      52","     159","     102","      67","     256","     188","      39","      46","     410","      16","     325","     224","  217601","     219","     239","    1261","  134633","   13819","      73","  153147","   32248","      63","  182850","   15234","     138","  188570","    8072","      34","      23","     659","    4371","     636","     169","      80","     110","    6404","     214","     423","     760","     146","     261","     171","     775","    7988","     542","     257","     472","      48","    6050","     106","   33273","    9442","      55"," 4475362","   14902","      56","      83","35123776","   34776","     124","     149"," 4157229","   13604","      89","  106060","   86402","      37"
"map04612.Antigen.processing.and.presentation","     42","   2626","     27","      6","     22","   1013","     15","     33","   1786","    480","     50","     82","     16","      6","     17","     16","     10","     28","     14","     16","     10","     30","      6","     22","     15","   2714","     31","     22","    122","  10677","   1616","     22","  10050","   4256","     11","  10039","   1787","     31","  10416","    603","      1","      3","     20","    344","     53","     16","     13","     13","    542","     24","     48","     56","     19","     27","      8","     67","    833","     32","     17","     15","     12","    210","     28","   2920","   1160","      4"," 166929","   1761","      6","     16","2329566","   4940","     21","     28"," 228170","   1760","     17","  11185","  10759","      3"
"map05205.Proteoglycans.in.cancer","     28","   2248","      6","      5","      6","    750","     10","     27","   2207","    856","    106","     36","     14","     16","     20","     26","     13","     22","     26","     10","      9","     27","      9","     25","     24","  11941","     17","     21","    109","   9089","    918","     20","  10200","   2699","     12","  11716","   1006","     13","  11512","    437","      8","     17","     52","    335","     46","      9","      6","     12","    638","     31","     48","     74","     16","     30","      9","     81","    536","     55","     23","     41","     17","    396","     22","   2105","    772","      4"," 261168","    996","     10","     11","2154509","   2912","      2","     23"," 237122","    965","     15","   7342","   6163","      7"
"map05323.Rheumatoid.arthritis","   0"," 108","   0","   1","   2"," 207","   0","   0","  35","   0","   2","  10","   0","   4","   3","   1","   0","   3","   6","   2","   1","   3","   2","   5","   0"," 116","   4","   2","   6"," 310"," 166","   1"," 810"," 641","   0"," 292"," 252","   0","  40","  37","   0","   0","   1","  51","  11","   6","   3","   3"," 143","   7","   9","   8","   2","   1","   1","   4","  39","   1","   1","   0","   0","   3","   3"," 135"," 136","   0","1416"," 162","   0","   2","1040"," 779","   0","   4"," 337"," 199","   0","1525","1556","   0"
"map04380.Osteoclast.differentiation","  4"," 54","  0","  3","  0"," 75","  3","  0"," 14","  2","  3","  4","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 32","  2","  0","  2","132"," 89","  1","313","238","  1","101"," 82","  0"," 11","  9","  1","  2","  2"," 17","  6","  2","  3","  1"," 76","  3","  7","  4","  1","  2","  0","  3"," 61","  2","  0","  1","  4","  4","  1"," 48"," 49","  1","467"," 83","  1","  1","350","259","  0","  2","149"," 90","  1","483","450","  0"
"map04620.Toll.like.receptor.signaling.pathway","  2"," 37","  0","  1","  0"," 45","  2","  0"," 13","  1","  1","  2","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 29","  2","  0","  2"," 38"," 38","  1","196","150","  0"," 63"," 45","  0","  7","  5","  0","  1","  0"," 10","  6","  2","  1","  0"," 60","  3","  2","  3","  1","  2","  0","  2"," 37","  2","  0","  1","  1","  2","  1"," 23"," 23","  0","218"," 52","  0","  1","202","141","  0","  0"," 85"," 50","  0","274","289","  0"
"map04915.Estrogen.signaling.pathway","     42","   2676","     25","      7","     22","   1068","     19","     33","   1806","    480","     50","     76","     15","      9","     15","     17","     10","     27","     14","     17","     11","     33","      7","     18","     16","   2743","     33","     29","    127","  10672","   1621","     23","  10165","   4343","     10","   9937","   1703","     31","  10395","    586","      0","      8","     20","    355","     66","     15","     13","     18","    587","     27","     43","     64","     23","     27","      7","     75","    810","     35","     20","     15","     13","    209","     25","   2892","   1130","      4"," 166493","   1744","      6","     16","2329381","   4791","     19","     27"," 228071","   1727","     16","  11153","  10703","      3"
"map05150.Staphylococcus.aureus.infection","     52","   5179","     18","      0","     16","    512","      6","     32","   6241","   3156","    242","     33","      0","      6","     16","      2","      2","      6","      4","      0","      0","    103","      0","     16","     29"," 115482","      8","      2","    114","   7560","    336","     30","  13979","    202","      4","  20929","    208","      6","  20905","    297","      2","      6","    161","    405","    616","      8","      2","      6","    610","     12","      4","     59","      3","      8","      8","     20","    105","      7","      9","    109","      0","    809","      0","   4602","    196","      4"," 645683","    175","      0","      4","2675085","    404","      2","      3"," 375663","    262","      8","   6289","   1135","      0"
"map04727.GABAergic.synapse","    101","   7018","     53","      8","     46","   2343","     37","     97","   6730","   2608","    239","    119","     61","     33","     52","     31","     21","     64","     52","     19","     13","     52","     13","    136","     52","  30260","     55","     62","    280","  29706","   3406","     32","  32712","   7715","     16","  30975","   3638","     34","  42000","   1556","     12","      9","    159","    849","    134","     53","     28","     13","   1550","     35","     84","    161","     26","     50","     33","    150","   1790","     94","     61","    110","     11","   1246","     39","   5923","   2440","     17"," 989089","   3590","     18","     26","8249182","   8759","     38","     38"," 709359","   3411","     33","  25318","  21549","      2"
"map00791.Atrazine.degradation","    61","  1488","    22","     0","    33","  1182","    12","     7","   661","   205","   146","    59","    21","     7","    13","    17","    14","    25","    15","     0","     0","    19","     0","     6","    13"," 16790","    12","    19","    91","  5486","  1312","     6","  3039","  1807","     7","  4830","  1081","     7","  2092","   693","     2","     0","    20","   511","   115","    17","    11","    17","   612","    13","    36","    80","    22","    44","    10","   127","   405","    17","    34","    19","     6","    88","     6","  2969","   656","     2"," 72883","   935","     1","     8"," 65781","  2478","     9","     5","188523","  1118","     4","  6368","  5762","     5"
"map05120.Epithelial.cell.signaling.in.Helicobacter.pylori.infection","     39","   5343","     51","      4","     33","   1483","      8","     76","   5652","   2151","    200","     89","     19","     12","     11","     14","     15","     27","     26","      6","      1","     60","      8","     35","     21","  29056","     28","     17","    246","  25083","   1830","     16","  24562","   4244","      2","  33429","   1983","     18","  30552","   1129","      6","      2","     85","    493","    133","     35","     17","     29","    837","     38","     79","    151","     27","     45","     13","     94","   1002","     37","     35","     82","      9","    829","      9","   5442","   1386","     12"," 708923","   1829","      3","     17","6141602","   5148","     14","     25"," 830111","   1865","      9","  13916","  11564","      6"
